customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalSpend,AvgChargesPerMonth,tenure_group
1095-JUDTC,Female,1,0,0,47,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,95.05,4504.55,1,4467.349999999999,95.84148936170213,25-48
5089-IFSDP,Female,0,1,0,58,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),109.45,6144.55,1,6348.1,105.94051724137931,49-60
4000-VGMQP,Male,0,1,1,38,1,1,DSL,0,1,1,0,1,1,One year,0,Credit card (automatic),78.95,2862.55,0,3000.1,75.33026315789475,25-48
6734-JDTTV,Male,0,1,1,65,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.85,1267.05,0,1290.25,19.493076923076924,61+
0637-YLETY,Female,0,0,0,16,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),95.6,1555.65,1,1529.6,97.228125,13-24
6877-TJMBR,Male,0,1,0,1,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,84.8,84.8,1,84.8,84.8,0-12
8327-WKMIE,Male,0,0,0,37,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.15,785.75,0,745.55,21.236486486486488,25-48
3629-ZNKXA,Male,1,0,0,17,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,101.8,1752.45,0,1730.6,103.08529411764707,13-24
0946-CLJTI,Male,1,1,0,58,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.7,5812.6,1,5724.6,100.21724137931035,49-60
6323-AYBRX,Male,0,0,0,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,1099.6,1,1141.65,18.63728813559322,49-60
0151-ONTOV,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.9,70.9,1,70.9,70.9,0-12
6691-CCIHA,Female,0,1,0,62,1,1,DSL,1,1,0,1,1,1,Two year,1,Electronic check,84.95,5150.55,0,5266.900000000001,83.0733870967742,61+
0958-YHXGP,Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.9,497.3,0,489.30000000000007,71.04285714285714,0-12
1172-VIYBP,Male,0,1,1,53,1,1,DSL,1,1,0,0,0,1,Two year,0,Bank transfer (automatic),69.7,3686.05,0,3694.1000000000004,69.54811320754717,49-60
6257-DTAYD,Male,0,1,0,71,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Credit card (automatic),104.15,7365.3,0,7394.650000000001,103.73661971830987,61+
9135-MGVPY,Male,0,1,0,69,1,0,DSL,1,1,1,1,1,1,Two year,1,Mailed check,84.7,5878.9,0,5844.3,85.20144927536231,61+
0464-WJTKO,Female,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.1,1460.85,0,1447.2,20.289583333333333,61+
7268-WNTCP,Male,0,1,1,62,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.45,1297.35,0,1267.8999999999999,20.924999999999997,61+
1752-OZXFY,Male,0,1,0,60,1,0,DSL,1,0,0,0,1,0,One year,1,Mailed check,59.8,3561.15,0,3588.0,59.3525,49-60
4283-IVYCI,Male,0,0,0,9,1,0,DSL,1,0,0,1,0,1,Month-to-month,0,Mailed check,64.95,547.8,0,584.5500000000001,60.86666666666666,0-12
9588-OZDMQ,Female,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.0,89.75,0,90.0,44.875,0-12
0756-MPZRL,Male,0,0,0,46,0,0,DSL,0,0,1,1,0,0,One year,0,Credit card (automatic),33.7,1537.85,0,1550.2,33.43152173913043,25-48
3194-ORPIK,Female,0,1,1,50,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),84.4,4116.15,1,4220.0,82.323,49-60
3744-ZBHON,Female,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.2,65.95,0,60.599999999999994,21.983333333333334,0-12
5986-WWXDV,Male,0,0,1,39,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.35,779.2,0,754.6500000000001,19.97948717948718,25-48
1432-FPAXX,Female,0,0,0,29,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,30.6,856.35,1,887.4000000000001,29.529310344827586,25-48
7278-CKDNC,Male,1,0,0,24,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.5,2088.45,0,1932.0,87.01875,13-24
0947-MUGVO,Male,1,1,0,20,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,73.65,1463.5,1,1473.0,73.175,13-24
8098-LLAZX,Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,396.1,1,381.8,99.025,0-12
5692-ICXLW,Male,1,0,0,31,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.7,2845.15,0,2811.7000000000003,91.77903225806452,25-48
6457-USBER,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.8,80.8,1,80.8,80.8,0-12
4111-BNXIF,Female,0,1,1,67,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,59.55,4103.9,0,3989.85,61.252238805970144,61+
4322-RCYMT,Male,0,1,1,68,1,1,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),75.8,5293.95,1,5154.4,77.85220588235293,61+
5389-FFVKB,Male,1,1,0,32,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),80.3,2483.05,1,2569.6,77.5953125,25-48
3941-XTSKM,Male,0,1,1,42,0,0,DSL,0,1,1,0,0,1,One year,1,Credit card (automatic),45.1,2049.05,0,1894.2,48.786904761904765,25-48
9577-WJVCQ,Female,0,0,0,68,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,54.45,3687.75,0,3702.6000000000004,54.231617647058826,61+
3074-GQWYX,Male,0,0,0,5,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.9,357.75,1,379.5,71.55,0-12
9742-XOKTS,Male,0,1,1,67,1,1,Fiber optic,1,1,0,1,0,0,One year,0,Electronic check,89.55,6038.55,0,5999.849999999999,90.12761194029851,61+
6103-BOCOU,Female,0,0,0,26,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,80.7,2193.0,0,2098.2000000000003,84.34615384615384,25-48
0384-LPITE,Male,0,0,0,40,0,0,DSL,1,1,1,0,1,1,One year,0,Credit card (automatic),62.05,2511.55,0,2482.0,62.78875000000001,25-48
4703-MQYKT,Male,0,0,0,21,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,390.4,0,411.6,18.59047619047619,13-24
9754-CLVZW,Female,0,1,1,26,0,0,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card (automatic),38.85,1025.15,0,1010.1,39.42884615384616,25-48
6128-DAFVY,Female,0,0,0,56,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),44.85,2564.95,0,2511.6,45.802678571428565,49-60
2958-NHPPS,Male,0,0,0,23,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.85,473.9,0,479.55,20.604347826086954,13-24
1843-TLSGD,Female,0,1,1,13,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.85,272.35,0,271.05,20.950000000000003,13-24
1582-RAFML,Male,0,0,0,1,1,1,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,60.1,60.1,1,60.1,60.1,0-12
9210-IAHGH,Female,0,0,0,7,1,0,DSL,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),70.75,450.8,1,495.25,64.4,0-12
2501-XWWTZ,Male,0,0,0,11,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.2,760.05,0,772.2,69.09545454545454,0-12
5183-KLYEM,Female,0,0,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),112.75,8192.6,0,8118.0,113.78611111111111,61+
0979-MOZQI,Male,0,1,0,62,0,0,DSL,0,0,0,1,1,0,Two year,1,Bank transfer (automatic),39.0,2337.45,0,2418.0,37.7008064516129,61+
4312-KFRXN,Male,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.4,1710.9,0,1828.8,23.762500000000003,61+
3898-BSJYF,Female,0,0,1,10,1,1,DSL,1,0,1,1,0,1,One year,0,Credit card (automatic),73.55,693.3,0,735.5,69.33,0-12
3411-WLRSQ,Female,1,1,0,3,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.6,239.05,0,223.79999999999998,79.68333333333334,0-12
2800-VEQXM,Female,0,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,74.75,238.1,0,224.25,79.36666666666666,0-12
4818-DRBQT,Male,0,1,0,29,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.15,2265.25,1,2324.3500000000004,78.11206896551724,25-48
8559-WNQZS,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.45,20.45,0,20.45,20.45,0-12
8084-OIVBS,Female,0,0,0,11,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.0,211.95,0,220.0,19.268181818181816,0-12
2740-JFBOK,Male,0,0,0,10,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.0,226.55,0,240.0,22.655,0-12
7777-UNYHB,Female,0,1,1,12,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.1,232.4,0,241.20000000000002,19.366666666666667,0-12
6599-SFQVE,Female,0,0,0,6,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.0,340.4,0,330.0,56.73333333333333,0-12
5919-TMRGD,Female,0,0,1,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.35,79.35,1,79.35,79.35,0-12
4526-EXKKN,Male,0,0,0,40,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.6,973.95,0,984.0,24.348750000000003,25-48
2154-KVJFF,Female,0,0,0,15,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.75,1111.85,1,1196.25,74.12333333333332,13-24
8146-QQKZH,Female,0,1,0,71,1,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),81.85,5924.4,0,5811.349999999999,83.44225352112676,61+
1422-DGUBX,Male,0,1,0,32,1,1,Fiber optic,0,0,0,1,0,0,One year,1,Electronic check,79.25,2619.15,0,2536.0,81.8484375,25-48
7159-NOKYQ,Male,0,1,0,67,1,1,Fiber optic,0,1,1,0,0,1,Two year,1,Electronic check,93.15,6368.2,0,6241.05,95.04776119402985,61+
4501-EQDRN,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.7,69.7,1,69.7,69.7,0-12
3340-QBBFM,Male,1,1,0,36,1,0,DSL,0,0,1,1,0,0,One year,0,Credit card (automatic),54.1,1992.85,0,1947.6000000000001,55.356944444444444,25-48
1764-VUUMT,Male,0,0,1,66,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.95,1269.1,0,1316.7,19.228787878787877,61+
2691-NZETQ,Male,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.35,758.6,1,768.15,84.28888888888889,0-12
9470-XCCEM,Male,0,1,1,35,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.65,3161.6,0,3137.75,90.33142857142857,25-48
3566-VVORZ,Female,0,1,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),45.9,505.95,0,550.8,42.1625,0-12
0229-LFJAF,Male,0,0,0,72,1,1,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),69.65,4908.25,0,5014.8,68.17013888888889,61+
5995-WWKKG,Female,0,0,0,37,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,19.8,695.05,0,732.6,18.785135135135135,25-48
0787-LHDYT,Male,0,0,0,16,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.6,330.25,0,329.6,20.640625,13-24
1077-HUUJM,Female,0,0,1,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.05,472.65,0,497.34999999999997,67.52142857142857,0-12
2921-XWDJH,Female,1,1,0,38,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,83.45,3147.15,0,3171.1,82.81973684210527,25-48
4378-MYPGO,Male,0,1,1,68,1,0,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),105.25,7173.15,0,7157.0,105.4875,61+
3472-QPRCH,Male,0,1,1,40,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.25,1006.9,0,1010.0,25.1725,25-48
2476-YGEFM,Female,0,0,0,29,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),76.0,2215.25,0,2204.0,76.38793103448276,25-48
0259-GBZSH,Male,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.65,181.5,1,171.3,90.75,0-12
4195-PNGZS,Male,0,1,1,69,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.45,1718.2,0,1687.05,24.90144927536232,61+
6356-ELRKD,Female,0,0,0,1,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,95.6,95.6,1,95.6,95.6,0-12
2176-LVPNX,Female,1,0,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,89.85,6293.45,0,6379.349999999999,88.64014084507042,61+
2719-BDAQO,Male,0,0,0,17,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,93.85,1625.65,1,1595.4499999999998,95.62647058823529,13-24
7856-GANIL,Male,1,1,0,45,1,1,Fiber optic,0,1,1,1,1,0,One year,1,Bank transfer (automatic),98.7,4525.8,0,4441.5,100.57333333333334,25-48
6701-YVNQG,Male,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),88.7,6301.7,0,6386.400000000001,87.52361111111111,61+
9873-MNDKV,Female,0,0,0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.65,472.25,0,491.15,42.93181818181818,0-12
0960-HUWBM,Male,0,1,1,65,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),104.1,6700.05,0,6766.5,103.07769230769232,61+
5792-JALQC,Female,1,0,0,52,1,1,DSL,1,0,1,0,0,0,Two year,0,Bank transfer (automatic),59.85,3103.25,0,3112.2000000000003,59.67788461538461,49-60
7601-DHFWZ,Female,0,0,0,48,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.0,1183.05,0,1152.0,24.646874999999998,25-48
7993-PYKOF,Male,0,1,0,8,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.0,632.95,1,600.0,79.11875,0-12
3217-FZDMN,Female,1,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),94.45,742.95,1,755.6,92.86875,0-12
2160-GPFXD,Male,0,1,1,54,1,1,DSL,1,1,0,1,0,0,Two year,1,Credit card (automatic),65.65,3566.7,0,3545.1000000000004,66.05,49-60
7206-PQBBZ,Male,1,1,0,11,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.2,834.7,0,772.2,75.88181818181819,0-12
3118-UHVVQ,Female,0,1,0,68,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.8,1911.5,0,1754.4,28.110294117647058,61+
1299-AURJA,Female,0,1,1,70,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.7,1685.9,0,1729.0,24.084285714285716,61+
0479-HMSWA,Female,0,0,1,26,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,105.45,2715.3,0,2741.7000000000003,104.4346153846154,25-48
6357-JJPQT,Female,0,0,0,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.5,232.35,0,241.5,77.45,0-12
8051-HJRLT,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.55,70.55,1,70.55,70.55,0-12
5346-BZCHP,Female,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.4,1346.2,0,1338.6,19.51014492753623,61+
1728-BQDMA,Female,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.45,82.7,0,88.9,41.35,0-12
8659-IOOPU,Female,0,1,1,71,1,1,Fiber optic,1,0,1,1,0,1,Two year,0,Electronic check,100.45,7159.7,0,7131.95,100.84084507042253,61+
7219-TLZHO,Female,0,1,1,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.85,62.9,0,83.4,15.725,0-12
9448-REEVD,Male,0,1,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),44.7,44.7,1,44.7,44.7,0-12
4759-TRPLW,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,70.4,1,70.4,70.4,0-12
6960-HVYXR,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,76.0,76.0,1,76.0,76.0,0-12
3488-PGMQJ,Male,1,0,0,8,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.5,606.55,1,596.0,75.81875,0-12
9375-MHRRS,Male,0,0,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,50.05,288.35,0,300.29999999999995,48.05833333333334,0-12
3859-CVCET,Female,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.65,191.05,1,182.6,47.7625,0-12
2541-YGPKE,Male,0,1,1,42,1,0,DSL,1,0,0,1,0,1,One year,0,Credit card (automatic),63.7,2763.35,0,2675.4,65.79404761904762,25-48
1934-MKPXS,Male,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.1,620.55,0,663.3000000000001,18.804545454545455,25-48
4106-HADHQ,Male,0,1,1,39,1,0,DSL,1,0,1,1,1,1,One year,0,Credit card (automatic),80.0,3182.95,1,3120.0,81.61410256410257,25-48
8216-AZUUZ,Female,0,1,1,42,1,0,Fiber optic,0,0,1,1,1,1,Two year,1,Electronic check,100.4,4303.65,0,4216.8,102.46785714285713,25-48
3606-TWKGI,Male,1,0,0,13,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.9,1364.3,1,1389.7,104.94615384615385,13-24
4614-NUVZD,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.1,81.1,1,81.1,81.1,0-12
7973-DZRKH,Female,0,0,1,66,1,1,Fiber optic,1,0,1,1,0,0,Two year,1,Credit card (automatic),90.95,5930.05,0,6002.7,89.84924242424243,61+
3957-HHLMR,Female,0,1,1,70,1,1,DSL,1,0,0,0,0,1,One year,0,Bank transfer (automatic),65.2,4543.15,0,4564.0,64.90214285714285,61+
7508-DQAKK,Female,0,0,0,64,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),86.4,5442.05,0,5529.6,85.03203125,61+
7938-OUHIO,Male,0,0,0,3,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,98.7,293.65,1,296.1,97.88333333333333,0-12
8125-QPFJD,Female,0,1,0,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),84.9,6065.3,0,6112.8,84.24027777777778,61+
1406-PUQVY,Male,0,0,1,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,49.9,49.9,0,49.9,49.9,0-12
9820-RMCQV,Female,0,0,0,11,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),48.55,501.0,1,534.05,45.54545454545455,0-12
8984-HPEMB,Female,0,0,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,118.65,8477.6,0,8424.15,119.40281690140846,61+
9711-FJTBX,Male,0,1,1,56,1,0,Fiber optic,0,1,1,1,0,0,One year,1,Mailed check,85.85,4793.8,0,4807.599999999999,85.60357142857143,49-60
0218-QNVAS,Male,0,1,1,71,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Bank transfer (automatic),100.55,7113.75,0,7139.05,100.19366197183099,61+
3427-GGZZI,Female,0,1,0,19,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.1,1620.8,0,1692.8999999999999,85.30526315789473,13-24
5923-GXUOC,Male,0,0,0,10,1,0,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,104.4,1081.45,1,1044.0,108.14500000000001,0-12
7596-ZYWBB,Female,0,0,0,65,1,0,DSL,1,1,0,1,0,0,Two year,1,Mailed check,59.6,3739.8,0,3874.0,57.535384615384615,61+
1104-TNLZA,Male,1,1,0,28,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,105.8,2998.0,0,2962.4,107.07142857142857,25-48
7908-QCBCA,Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.4,69.4,1,69.4,69.4,0-12
9281-OFDMF,Male,1,0,0,39,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,90.7,3413.25,0,3537.3,87.51923076923077,25-48
1444-VVSGW,Male,0,1,0,70,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),115.65,7968.85,1,8095.5,113.84071428571428,61+
3489-HHPFY,Female,0,1,0,2,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.05,134.05,0,168.1,67.025,0-12
4658-HCOHW,Female,0,1,1,21,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,102.8,2110.15,1,2158.7999999999997,100.48333333333333,13-24
4374-YMUSQ,Male,0,0,0,34,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),116.25,3899.05,0,3952.5,114.6779411764706,25-48
0508-OOLTO,Female,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.65,135.75,0,143.3,67.875,0-12
2296-DKZFP,Female,0,1,0,65,1,0,DSL,1,1,1,0,0,1,Two year,0,Bank transfer (automatic),71.0,4386.2,0,4615.0,67.48,61+
1536-YHDOE,Male,0,1,1,17,1,1,DSL,1,0,0,1,0,0,One year,1,Mailed check,62.1,1096.65,0,1055.7,64.50882352941177,13-24
1322-AGOQM,Male,0,0,0,46,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),30.3,1380.1,1,1393.8,30.002173913043475,25-48
3235-ETOOB,Male,0,1,0,8,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.5,609.9,1,596.0,76.2375,0-12
6981-TDRFT,Male,0,1,1,44,0,0,DSL,0,0,1,1,1,1,One year,1,Electronic check,54.3,2317.1,0,2389.2,52.66136363636363,25-48
7138-GIRSH,Male,0,0,0,50,1,1,DSL,0,0,1,1,0,1,Two year,0,Bank transfer (automatic),69.5,3418.2,0,3475.0,68.36399999999999,49-60
7274-RTAPZ,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.55,90.55,1,90.55,90.55,0-12
1196-AMORA,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,73.6,520.0,1,515.1999999999999,74.28571428571429,0-12
0178-CIIKR,Female,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,58.0,0,59.849999999999994,19.333333333333332,0-12
8512-WIWYV,Male,0,0,0,32,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.35,707.5,0,651.2,22.109375,25-48
0516-WJVXC,Female,0,0,0,5,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,54.2,308.25,1,271.0,61.65,0-12
4430-UZIPO,Male,0,0,0,3,0,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,36.85,108.7,1,110.55000000000001,36.233333333333334,0-12
8647-SDTWQ,Male,0,1,1,57,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.3,4018.35,0,4235.099999999999,70.49736842105263,49-60
0298-XACET,Male,0,1,1,52,0,0,DSL,0,1,1,1,1,0,Two year,0,Mailed check,50.2,2554.0,0,2610.4,49.11538461538461,49-60
2207-NHRJK,Male,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,50.8,50.8,1,50.8,50.8,0-12
7503-ZGUZJ,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,84.65,84.65,1,84.65,84.65,0-12
7109-MFBYV,Male,0,0,0,26,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.45,1233.15,0,1181.7,47.42884615384616,25-48
8486-AYEQH,Female,0,0,0,31,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.05,2227.8,0,2357.5499999999997,71.86451612903227,25-48
8563-OYMQY,Male,0,0,0,17,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),90.95,1612.2,0,1546.15,94.83529411764707,13-24
7596-IIWYC,Female,0,0,0,27,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.25,538.2,0,546.75,19.933333333333334,25-48
5233-AOZUF,Female,0,1,0,29,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,2149.05,0,2173.55,74.10517241379311,25-48
4459-BBGHE,Male,0,0,1,30,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.5,1307.8,0,1335.0,43.593333333333334,25-48
5619-PTMIK,Female,0,1,0,46,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,53.1,2459.8,0,2442.6,53.47391304347826,25-48
6745-JEFZB,Male,0,1,0,35,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),91.5,3236.35,0,3202.5,92.46714285714286,25-48
0559-CKHUS,Female,0,1,0,29,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.55,521.8,0,566.95,17.99310344827586,25-48
3374-TTZTK,Male,0,1,0,52,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,106.3,5487.0,0,5527.599999999999,105.51923076923077,49-60
1089-HDMKP,Male,1,0,1,11,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Electronic check,54.55,601.25,0,600.05,54.65909090909091,0-12
6923-JHPMP,Female,0,0,0,2,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,80.45,137.1,0,160.9,68.55,0-12
7838-LAZFO,Male,0,1,0,45,1,0,DSL,1,1,1,0,1,1,One year,0,Bank transfer (automatic),78.8,3597.5,0,3546.0,79.94444444444444,25-48
7733-UDMTP,Female,1,0,0,57,0,0,DSL,0,1,1,0,1,1,Month-to-month,1,Electronic check,55.0,3094.05,0,3135.0,54.28157894736842,49-60
